Customer_ID,Age,Gender,City,State,Occupation,Account_Type,Account_Balance,Monthly_Income,Credit_Score,Tenure_Years,Number_of_Products,Loan_Status,Loan_Amount,Loan_Tenure,EMI,Monthly_Expenses,Transaction_Count,Transaction_Amount,Average_Transaction_Value,Online_Banking_Usage,Mobile_Banking_Usage,ATM_Usage,Branch_Visits,Credit_Card_Usage,Debit_Card_Usage,Missed_Payments,Late_Payments,Existing_Loans,Debt_to_Income_Ratio,Customer_Satisfaction,Complaints,Support_Calls,Last_Transaction_Date,Churn_Status,Default_Status,Risk_Label,Days_Since_Transaction
CUST001660,39.0,Female,Pune,Maharashtra,Salaried,Savings,211241,41165.0,542.0,5,2,None,0,0,0,26341,23,18437,801,1,1,6,2,1,1,1,0,0,0.0,3.6,0,1,2024-12-15,0,0,Medium,16
CUST001661,66.0,Male,Gaya,Bihar,Salaried,Savings,410510,78662.0,615.0,0,2,Active,1876337,36,52120,59602,17,26154,1538,1,1,13,8,0,1,2,1,1,0.663,3.8,0,2,2024-12-23,0,0,Medium,8
CUST001662,24.0,Male,Guntur,Andhra Pradesh,Salaried,Salary,120390,46221.0,480.0,1,2,None,0,0,0,21650,20,29405,1470,1,0,15,2,1,1,6,3,0,0.0,4.9,0,1,2024-10-30,0,0,High,62
CUST001663,36.0,Male,Bangalore,Karnataka,Self-Employed,Savings,404974,117858.0,571.0,3,4,None,0,0,0,46742,14,47372,3383,0,1,9,0,1,0,2,2,0,0.0,2.7,0,2,2024-12-24,0,0,Medium,7
CUST001664,59.0,Male,Ludhiana,Punjab,Self-Employed,Current,216636,106294.0,548.0,3,3,None,0,0,0,84153,16,150214,9388,0,1,12,2,1,1,3,2,0,0.0,2.4,7,9,2024-12-15,0,0,Medium,16
CUST001665,52.0,Male,Jalandhar,Punjab,Professional,Savings,1214028,159163.0,504.0,9,2,Closed,1269825,180,7054,91583,16,179104,11194,0,1,19,3,1,1,11,7,2,0.044,3.5,2,5,2024-11-05,0,0,High,56
CUST001666,29.0,Female,Nellore,Andhra Pradesh,Self-Employed,Current,633157,95735.0,500.0,0,2,Closed,323010,84,3845,77899,20,38925,1946,1,1,15,6,0,1,1,1,1,0.04,2.5,2,5,2024-10-21,0,0,Medium,71
CUST001667,40.0,Male,Nashik,Maharashtra,Salaried,Nri,116639,43156.0,563.0,1,3,None,0,0,0,27362,21,62760,2988,1,1,1,1,1,1,5,6,0,0.0,3.5,2,2,2024-10-04,1,1,High,88
CUST001668,38.0,Male,Hubli,Karnataka,Self-Employed,Savings,213684,66378.0,580.0,6,5,None,0,0,0,52160,19,47977,2525,0,1,17,1,1,1,7,6,0,0.0,4.0,0,1,2024-12-18,0,0,High,13
CUST001669,41.0,Male,Kolkata,West Bengal,Professional,Nri,48376,82978.0,604.0,0,2,Closed,916196,180,5089,64541,15,32394,2159,0,1,11,2,0,1,2,1,1,0.061,4.6,0,1,2024-12-31,0,0,Low,0
CUST001670,29.0,Male,Ludhiana,Punjab,Self-Employed,Current,228050,90890.0,581.0,9,1,None,0,0,0,72777,14,93585,6684,0,1,3,9,0,1,3,3,0,0.0,3.2,1,2,2024-09-18,0,0,High,104
CUST001671,36.0,Male,Mangalore,Karnataka,Self-Employed,Current,161156,64725.0,531.0,1,2,None,0,0,0,20463,28,19145,683,1,0,17,0,1,1,9,8,0,0.0,2.6,6,8,2024-12-21,0,0,High,10
CUST001672,18.0,Female,Dwarka,Delhi,Salaried,Savings,82464,49900.0,411.0,0,1,None,0,0,0,34885,15,55437,3695,0,0,18,0,1,1,3,4,0,0.0,4.9,0,0,2024-12-06,0,0,Medium,25
CUST001673,39.0,Female,Hubli,Karnataka,Salaried,Nri,786296,106755.0,499.0,3,3,Active,1360318,240,5667,86586,19,108027,5685,0,1,2,6,1,1,1,0,1,0.053,4.4,2,5,2024-12-17,1,0,Low,14
CUST001674,43.0,Female,Agra,Uttar Pradesh,Freelancer,Salary,26595,39476.0,604.0,3,1,None,0,0,0,32525,15,27420,1828,0,1,0,7,1,1,4,2,0,0.0,3.8,0,2,2024-10-16,1,0,Medium,76
CUST001675,35.0,Male,Kota,Rajasthan,Salaried,Savings,201570,42843.0,481.0,6,2,None,0,0,0,36385,17,10349,608,1,0,16,2,0,1,1,1,0,0.0,4.1,1,3,2024-12-24,0,0,Medium,7
CUST001676,18.0,Female,Nagpur,Maharashtra,Salaried,Savings,169984,46831.0,515.0,0,1,None,0,0,0,26898,18,37723,2095,0,1,0,6,0,1,1,1,0,0.0,4.4,1,1,2024-12-18,0,1,Medium,13
CUST001677,49.0,Female,Jaipur,Rajasthan,Salaried,Savings,295677,84421.0,569.0,0,1,None,0,0,0,36334,14,114594,8185,1,1,11,3,0,1,4,2,0,0.0,2.4,5,7,2024-12-21,1,0,Medium,10
CUST001678,42.0,Female,Rajkot,Gujarat,Self-Employed,Savings,114147,70070.0,469.0,3,2,None,0,0,0,54628,23,55385,2408,1,1,6,5,0,1,5,4,0,0.0,2.1,5,7,2024-12-28,0,0,High,3
CUST001679,29.0,Female,New Delhi,Delhi,Professional,Savings,697185,108114.0,580.0,7,3,None,0,0,0,52224,23,155817,6774,1,1,5,0,0,1,1,1,0,0.0,4.6,1,4,2024-12-15,0,0,Low,16
CUST001680,34.0,Male,Kochi,Kerala,Business Owner,Nri,386512,131879.0,668.0,0,3,None,0,0,0,41511,18,76389,4243,1,1,8,1,1,0,0,0,0,0.0,4.3,2,3,2024-12-30,1,0,Low,1
CUST001681,19.0,Other,Nagpur,Maharashtra,Retired,Salary,70285,12478.0,502.0,1,4,Active,199343,12,16611,9462,21,4130,196,1,1,7,4,1,1,6,8,3,1.331,3.8,0,2,2024-12-01,0,0,High,30
CUST001682,25.0,Female,Nagpur,Maharashtra,Salaried,Savings,102891,35866.0,504.0,16,2,Active,175968,120,1466,23250,20,19343,967,1,1,14,2,0,1,1,1,1,0.041,4.4,0,3,2024-12-19,0,0,Medium,12
CUST001683,31.0,Female,Lucknow,Uttar Pradesh,Salaried,Savings,359798,49196.0,462.0,3,1,Active,537659,12,44804,41307,21,58066,2765,0,1,3,3,1,1,1,0,2,0.911,3.5,0,3,2024-12-25,1,1,High,6
CUST001684,52.0,Female,Varanasi,Uttar Pradesh,Homemaker,Current,50029,22683.0,547.0,4,1,Active,427402,180,2374,13368,22,24029,1092,1,0,11,5,0,1,2,1,1,0.105,4.5,1,2,2024-11-21,0,0,High,40
CUST001685,30.0,Other,Salem,Tamil Nadu,Self-Employed,Salary,295597,43845.0,561.0,1,1,Npa,883269,240,3680,32937,22,17522,796,1,1,6,7,1,0,1,1,1,0.084,3.9,0,3,2024-12-17,0,0,Medium,14
CUST001686,45.0,Male,Hisar,Haryana,Retired,Salary,121455,59321.5,529.0,0,2,Active,185178,240,771,8498,17,14313,841,1,1,7,7,0,1,7,8,1,0.013,2.8,0,1,2024-12-11,1,0,High,20
CUST001687,31.0,Female,Bangalore,Karnataka,Business Owner,Salary,744088,105908.0,534.0,0,2,None,0,0,0,35722,20,101572,5078,1,1,17,4,0,1,7,10,0,0.0,4.1,1,1,2024-12-10,0,1,High,21
CUST001688,40.0,Female,Coimbatore,Tamil Nadu,Salaried,Salary,738618,93489.0,622.0,1,3,None,0,0,0,66750,17,89162,5244,1,0,4,6,1,1,7,5,0,0.0,3.6,2,3,2024-12-30,0,1,High,1
CUST001689,36.0,Female,Visakhapatnam,Andhra Pradesh,Homemaker,Savings,40855,8453.0,500.0,9,3,None,0,0,0,6616,15,11473,764,0,1,2,2,1,0,6,5,0,0.0,4.4,1,1,2024-12-04,0,1,High,27
CUST001690,48.0,Female,Patiala,Punjab,Salaried,Savings,113771,19043.0,506.0,12,2,None,0,0,0,15182,8,14441,1805,1,1,11,0,1,1,6,8,0,0.0,3.1,0,2,2024-10-16,0,0,High,76
CUST001691,31.0,Male,Agra,Uttar Pradesh,Business Owner,Salary,1148089,240237.0,636.0,0,3,None,0,0,0,169488,18,134939,7496,1,1,2,7,1,1,0,0,0,0.0,4.1,2,2,2024-10-13,0,0,Low,79
CUST001692,19.0,Male,Nagpur,Maharashtra,Salaried,Current,214922,29820.0,590.0,5,2,Active,550961,12,45913,24096,24,19050,793,0,0,9,5,1,1,6,3,2,1.54,3.6,0,2,2024-12-07,0,0,High,24
CUST001693,21.0,Male,Madurai,Tamil Nadu,Self-Employed,Salary,283376,55271.0,517.0,1,1,Active,1035070,36,28751,38725,14,59266,4233,1,0,8,8,0,1,5,4,1,0.52,5.0,0,2,2024-10-05,1,0,High,87
CUST001694,31.0,Female,Mysore,Karnataka,Self-Employed,Current,244142,35661.0,472.0,0,3,Active,584176,180,3245,12907,21,46170,2198,1,1,13,3,1,1,1,1,1,0.091,3.6,0,2,2024-11-11,0,1,High,50
CUST001695,23.0,Female,Kanpur,Uttar Pradesh,Salaried,Savings,121064,48730.0,557.0,3,3,None,0,0,0,35606,11,49907,4537,1,1,14,9,0,0,2,2,0,0.0,2.3,6,8,2024-11-12,1,0,Medium,49
CUST001696,42.0,Female,Kota,Rajasthan,Student,Savings,9516,11364.0,502.0,1,2,None,0,0,0,5000,11,10460,950,1,1,9,5,1,1,1,0,0,0.0,2.5,2,4,2024-11-25,0,1,High,36
CUST001697,32.0,Female,New Delhi,Delhi,Salaried,Salary,130020,104752.0,594.0,6,1,None,0,0,0,31629,13,150371,11567,1,1,7,5,1,1,5,3,0,0.0,4.4,0,1,2024-12-29,0,0,High,2
CUST001698,66.0,Female,Lucknow,Uttar Pradesh,Self-Employed,Savings,467788,86717.0,458.0,4,2,None,0,0,0,28719,12,43663,3638,1,1,9,3,0,1,8,6,0,0.0,3.7,1,4,2024-12-26,0,1,High,5
CUST001699,18.0,Male,Kolkata,West Bengal,Salaried,Savings,222711,32920.0,514.0,1,2,Active,673108,36,18697,10090,21,35178,1675,1,1,1,1,0,0,4,3,1,0.568,3.2,0,3,2024-12-25,0,1,High,6
CUST001700,40.0,Female,Mysore,Karnataka,Business Owner,Current,129592,59321.5,528.0,13,5,Active,856050,240,3566,42360,13,40167,3089,1,0,4,4,0,1,3,2,1,0.06,2.6,1,3,2024-12-19,0,0,Medium,12
CUST001701,24.0,Female,Hubli,Karnataka,Self-Employed,Savings,391107,79380.0,483.0,4,2,None,0,0,0,56215,11,101209,9200,1,1,9,9,0,1,2,1,0,0.0,3.3,2,4,2024-11-12,0,0,Medium,49
CUST001702,32.0,Female,Nellore,Andhra Pradesh,Self-Employed,Current,234422,52801.0,462.0,8,3,Active,629680,84,7496,28229,20,70072,3503,1,1,19,7,0,0,1,1,1,0.142,2.2,3,5,2024-12-03,0,0,Medium,28
CUST001703,39.0,Female,Nashik,Maharashtra,Business Owner,Current,489003,89859.0,542.0,4,3,Npa,1320502,60,22008,65027,22,64122,2914,0,1,12,5,0,1,2,2,4,0.245,3.8,1,2,2024-12-23,0,1,High,8
CUST001704,18.0,Other,Mysore,Karnataka,Professional,Current,322176,144564.0,504.0,2,4,Closed,2269323,60,37822,51668,24,133839,5576,1,0,6,7,0,1,6,5,1,0.262,4.6,1,4,2024-11-21,0,1,High,40
CUST001705,40.0,Male,Pune,Maharashtra,Homemaker,Nri,21453,9906.0,342.0,1,2,Active,144749,24,6031,8282,15,7292,486,0,0,3,9,0,1,4,4,1,0.609,2.9,4,5,2024-12-16,0,1,High,15
CUST001706,60.0,Female,Agra,Uttar Pradesh,Retired,Savings,164447,25911.0,475.0,0,3,None,0,0,0,17430,12,18979,1581,1,0,2,8,1,1,4,2,0,0.0,3.8,0,3,2024-12-22,0,0,Medium,9
CUST001707,32.0,Male,Vadodara,Gujarat,Salaried,Nri,61140,70784.0,470.0,1,2,None,0,0,0,57261,18,48584,2699,1,1,16,8,0,1,3,3,0,0.0,4.3,0,2,2024-12-01,0,0,High,30
CUST001708,41.0,Male,Kanpur,Uttar Pradesh,Professional,Salary,320217,56130.0,546.0,2,4,Active,883435,60,14723,38709,19,54663,2877,1,1,19,1,1,1,4,3,1,0.262,2.5,0,2,2024-12-19,0,1,High,12
CUST001709,50.0,Male,Noida,Delhi,Salaried,Salary,95814,92441.0,499.0,4,1,Active,1169578,36,32488,52482,18,79694,4427,1,1,3,3,0,1,2,1,1,0.351,3.4,0,2,2024-12-11,0,1,High,20
CUST001710,36.0,Male,Agra,Uttar Pradesh,Salaried,Salary,46742,36696.0,530.0,5,2,None,0,0,0,16631,19,46191,2431,1,1,4,4,0,1,2,2,0,0.0,2.4,4,5,2024-12-22,0,0,Medium,9
CUST001711,31.0,Male,Hubli,Karnataka,Self-Employed,Savings,146702,63194.0,482.0,6,3,Active,262774,36,7299,34192,14,85614,6115,1,0,16,3,1,1,2,2,1,0.116,5.0,1,4,2024-10-24,0,0,Medium,68
CUST001712,18.0,Female,Khammam,Telangana,Self-Employed,Savings,150773,49257.0,567.0,9,1,None,0,0,0,40529,18,53669,2981,1,1,5,0,0,1,3,3,0,0.0,3.1,0,2,2024-11-06,0,0,High,55
CUST001713,45.0,Male,Bhagalpur,Bihar,Self-Employed,Savings,171622,21722.0,553.0,4,4,Active,488909,36,13580,13782,22,21321,969,1,1,17,1,0,0,0,0,2,0.625,3.5,0,3,2024-12-10,0,0,High,21
CUST001714,36.0,Male,Varanasi,Uttar Pradesh,Self-Employed,Current,215508,54935.0,521.0,4,4,None,0,0,0,25089,18,30208,1678,0,0,2,3,0,1,1,0,0,0.0,4.0,0,3,2024-12-31,1,0,Medium,0
CUST001715,25.0,Male,New Delhi,Delhi,Business Owner,Savings,612409,164745.0,593.0,1,1,Active,3937509,48,82031,79107,20,95289,4764,0,1,14,3,0,1,1,1,2,0.498,3.5,1,1,2024-12-18,0,0,High,13
CUST001716,39.0,Male,Guntur,Andhra Pradesh,Homemaker,Savings,83051,13222.0,555.0,1,4,None,0,0,0,6854,16,9434,589,1,1,18,4,0,1,3,2,0,0.0,2.8,2,2,2024-12-07,0,0,High,24
CUST001717,37.0,Female,Hubli,Karnataka,Salaried,Salary,107924,42779.0,531.0,3,3,Active,194692,180,1081,20353,16,43307,2706,1,1,4,8,0,1,5,6,1,0.025,3.0,0,0,2024-09-23,0,0,High,99
CUST001718,31.0,Male,Chennai,Tamil Nadu,Salaried,Salary,222659,44734.0,538.0,0,3,None,0,0,0,17394,9,38260,4251,1,1,2,4,0,0,8,4,0,0.0,5.0,0,2,2024-12-18,0,0,High,13
CUST001719,45.0,Male,Patiala,Punjab,Salaried,Current,391793,68153.0,427.0,7,2,None,0,0,0,37384,20,98211,4910,1,1,2,8,0,1,1,1,0,0.0,4.6,0,3,2024-12-14,0,0,Medium,17
CUST001720,21.0,Other,Hubli,Karnataka,Salaried,Savings,329644,47628.0,491.0,6,3,Closed,696041,120,5800,20149,23,64775,2816,1,0,9,7,1,0,1,1,3,0.122,3.9,1,1,2024-12-22,0,0,Medium,9
CUST001721,50.0,Female,Mumbai,Maharashtra,Student,Salary,17173,12111.0,483.0,0,2,Closed,117290,180,651,6929,20,12925,646,1,1,12,2,1,1,5,6,1,0.054,1.1,4,5,2024-12-29,0,1,High,2
CUST001722,21.0,Female,Varanasi,Uttar Pradesh,Salaried,Nri,301956,55802.0,589.0,7,1,None,0,0,0,35460,15,77662,5177,1,1,2,5,1,1,2,2,0,0.0,2.2,0,3,2024-12-29,0,0,Medium,2
CUST001723,30.0,Female,Vadodara,Gujarat,Salaried,Savings,23901,44610.0,505.0,3,3,None,0,0,0,31306,7,11131,1590,1,1,9,4,0,1,3,4,0,0.0,3.2,1,4,2024-10-31,1,0,High,61
CUST001724,61.0,Male,Surat,Gujarat,Self-Employed,Savings,539952,127770.0,557.0,5,5,Npa,1708025,36,47445,66512,18,186523,10362,0,0,4,8,0,1,4,5,1,0.371,3.4,0,1,2024-12-14,0,0,High,17
CUST001725,51.0,Female,Bangalore,Karnataka,Salaried,Salary,116962,36496.0,578.0,0,1,None,0,0,0,15947,18,48380,2687,1,1,12,9,0,1,2,1,0,0.0,3.7,0,2,2024-12-07,1,0,Medium,24
CUST001726,39.0,Male,Asansol,West Bengal,Self-Employed,Savings,569192,86105.0,466.0,2,3,Closed,1387790,24,57824,29048,18,49710,2761,1,1,15,2,0,1,7,8,2,0.672,1.9,7,7,2024-12-01,0,1,High,30
CUST001727,26.0,Male,Mysore,Karnataka,Student,Current,119014,19989.0,507.0,2,2,Npa,468912,240,1953,8882,11,14493,1317,1,1,9,8,0,1,2,2,2,0.098,2.6,4,7,2024-12-31,0,1,High,0
CUST001728,31.0,Male,Rohtak,Haryana,Business Owner,Current,645629,113541.0,445.0,3,2,None,0,0,0,47155,14,46887,3349,1,1,8,8,0,1,4,5,0,0.0,3.1,1,3,2024-12-18,0,1,High,13
CUST001729,38.0,Female,Mysore,Karnataka,Self-Employed,Savings,117985,66601.0,503.0,3,2,Active,1165528,48,24281,44077,25,36837,1473,1,1,2,4,1,1,0,0,1,0.365,3.4,0,3,2024-11-11,1,0,Medium,50
CUST001730,38.0,Male,Pune,Maharashtra,Business Owner,Savings,419245,148359.0,560.0,1,1,Closed,1785120,84,21251,65673,20,157573,7878,0,1,5,1,0,1,1,0,1,0.143,4.2,1,4,2024-12-20,1,0,Medium,11
CUST001731,36.0,Male,Ahmedabad,Gujarat,Retired,Current,68716,25859.0,612.0,9,5,Active,230288,36,6396,20322,20,14591,729,0,1,9,6,1,1,4,3,1,0.247,2.7,2,2,2024-11-25,0,0,Medium,36
CUST001732,37.0,Male,Bangalore,Karnataka,Salaried,Current,50365,25761.0,516.0,6,3,None,0,0,0,14802,20,37769,1888,0,1,9,2,0,1,5,5,0,0.0,4.0,0,0,2024-12-25,0,1,High,6
CUST001733,35.0,Female,Surat,Gujarat,Business Owner,Salary,397457,108607.0,512.0,4,3,Closed,417145,180,2317,34238,15,83788,5585,1,0,4,8,0,1,0,0,1,0.021,1.9,0,1,2024-12-20,0,0,Medium,11
CUST001734,20.0,Male,Bangalore,Karnataka,Business Owner,Savings,855042,231785.0,606.0,14,3,Active,5000000,36,138888,100768,17,167875,9875,1,0,2,2,0,1,0,0,4,0.599,3.8,0,2,2024-08-11,0,0,Medium,142
CUST001735,31.0,Male,Noida,Delhi,Professional,Salary,353023,112995.0,650.0,1,1,None,0,0,0,63489,15,31579,2105,1,1,3,1,0,1,3,2,0,0.0,3.3,0,2,2024-10-11,0,0,Low,81
CUST001736,48.0,Male,Hubli,Karnataka,Salaried,Savings,366183,56723.0,427.0,1,2,None,0,0,0,22045,18,64221,3567,1,1,6,8,1,0,2,2,0,0.0,2.7,6,9,2024-12-18,0,0,Medium,13
CUST001737,21.0,Female,Noida,Delhi,Professional,Savings,691691,121791.0,606.0,11,4,Active,369631,12,30802,68132,20,48731,2436,0,1,4,5,1,0,0,0,1,0.253,5.0,2,4,2024-12-10,0,0,Low,21
CUST001738,35.0,Male,Pune,Maharashtra,Professional,Salary,548947,84949.0,576.0,21,3,Active,1823820,180,10132,39998,17,29136,1713,1,1,16,6,1,1,3,4,1,0.119,4.4,0,1,2024-12-02,1,0,High,29
CUST001739,28.0,Female,Salem,Tamil Nadu,Business Owner,Savings,796767,121423.0,558.0,5,2,Active,2239072,12,186589,65043,22,172789,7854,1,1,14,3,0,1,2,1,1,1.537,4.3,1,2,2024-11-07,0,0,High,54
CUST001740,39.0,Male,Mysore,Karnataka,Salaried,Savings,99759,46286.0,519.0,3,1,Active,179921,120,1499,38527,14,9978,712,0,1,1,6,1,1,0,0,1,0.032,3.4,1,2,2024-12-10,1,0,Medium,21
CUST001741,33.0,Male,Nellore,Andhra Pradesh,Salaried,Savings,505754,66575.0,628.0,2,1,None,0,0,0,28803,15,62149,4143,0,0,0,5,1,1,0,0,0,0.0,3.6,0,0,2024-12-27,0,0,Low,4
CUST001742,55.0,Male,Asansol,West Bengal,Professional,Current,390641,72628.0,608.0,10,4,Npa,1266199,24,52758,35133,19,47411,2495,1,1,0,1,0,1,0,0,3,0.726,4.1,1,1,2024-12-07,0,0,Low,24
CUST001743,44.0,Male,Bangalore,Karnataka,Business Owner,Salary,686209,105781.0,509.0,1,3,Npa,1335885,12,111323,39167,14,112435,8031,1,1,0,9,1,1,3,3,1,1.052,5.0,1,2,2024-12-21,0,0,High,10
CUST001744,22.0,Male,Pune,Maharashtra,Student,Salary,127274,17055.0,509.0,6,2,None,0,0,0,9392,24,16825,701,0,1,12,5,0,1,2,1,0,0.0,3.5,5,7,2024-12-08,0,0,Medium,23
CUST001745,46.0,Male,Pune,Maharashtra,Self-Employed,Savings,397783,60139.0,625.0,1,4,Closed,1335029,120,11125,27257,28,74844,2673,0,1,18,6,1,1,3,4,2,0.185,3.3,0,0,2024-12-13,0,0,Medium,18
CUST001746,28.0,Female,Hubli,Karnataka,Salaried,Savings,323879,68953.0,571.0,5,1,None,0,0,0,36830,13,25025,1925,0,1,9,0,1,1,1,1,0,0.0,3.5,1,2,2024-12-21,0,0,Medium,10
CUST001747,31.0,Male,Varanasi,Uttar Pradesh,Professional,Savings,478074,116627.0,581.0,1,3,Active,351125,240,1463,73390,23,70493,3064,1,1,14,7,1,1,3,2,3,0.013,2.3,6,6,2024-12-09,0,0,High,22
CUST001748,41.0,Male,Noida,Delhi,Professional,Nri,402323,87280.0,481.0,11,2,Active,1572531,180,8736,56944,20,67505,3375,1,1,11,6,1,1,5,3,2,0.1,3.3,0,0,2024-12-14,0,1,High,17
CUST001749,32.0,Male,Bhagalpur,Bihar,Self-Employed,Current,398942,56519.0,675.0,0,4,None,0,0,0,27718,9,71066,7896,1,1,10,3,1,1,0,0,0,0.0,3.0,0,3,2024-12-11,0,0,Low,20
CUST001750,48.0,Male,Vijayawada,Andhra Pradesh,Professional,Savings,52882,53085.0,592.0,1,4,None,0,0,0,41231,21,47707,2271,1,1,16,5,1,1,0,0,0,0.0,4.0,1,1,2024-12-21,0,0,Medium,10
CUST001751,28.0,Male,Nashik,Maharashtra,Salaried,Savings,120682,35473.0,629.0,1,2,Active,459077,48,9564,16483,16,18875,1179,1,1,7,1,1,1,0,0,2,0.27,2.9,0,3,2024-12-12,0,0,Low,19
CUST001752,30.0,Male,Hubli,Karnataka,Salaried,Savings,184719,70173.0,559.0,4,1,Active,817929,24,34080,33997,26,59633,2293,1,1,6,5,1,1,1,0,1,0.486,3.6,2,4,2024-12-24,0,0,Medium,7
CUST001753,30.0,Male,Nagpur,Maharashtra,Salaried,Current,268096,69656.0,540.0,0,4,Active,840986,120,7008,39693,19,56824,2990,1,1,1,6,0,1,6,5,2,0.101,4.1,0,0,2024-12-16,0,1,High,15
CUST001754,31.0,Male,Nagpur,Maharashtra,Salaried,Savings,185683,37017.0,487.0,2,4,Active,179937,240,749,30837,17,11039,649,1,1,14,3,0,1,4,5,2,0.02,4.6,0,3,2024-12-22,1,1,High,9
CUST001755,51.0,Female,Varanasi,Uttar Pradesh,Business Owner,Current,884986,140619.0,654.0,0,1,None,0,0,0,101357,16,170949,10684,1,1,19,3,1,1,2,2,0,0.0,3.2,1,1,2024-12-21,0,0,Low,10
CUST001756,45.0,Female,Pune,Maharashtra,Salaried,Savings,33805,59971.0,639.0,1,2,None,0,0,0,41390,16,84859,5303,1,1,11,4,1,1,0,0,0,0.0,3.5,0,1,2024-11-14,0,0,Low,47
CUST001757,58.0,Female,Pune,Maharashtra,Retired,Savings,162983,43615.0,615.0,0,2,Npa,350110,48,7293,22740,17,38993,2293,0,1,2,4,0,1,0,0,3,0.167,3.3,0,1,2024-11-27,0,0,Low,34
CUST001758,65.0,Male,Nagpur,Maharashtra,Salaried,Current,350155,130781.0,738.0,6,3,None,0,0,0,98829,18,116640,6480,1,1,8,0,1,1,2,2,0,0.0,2.2,1,4,2024-11-12,0,0,Low,49
CUST001759,25.0,Female,Udaipur,Rajasthan,Business Owner,Current,909394,151021.0,586.0,7,4,None,0,0,0,93772,15,184391,12292,1,1,17,9,0,1,7,7,0,0.0,3.1,0,0,2024-12-17,0,0,High,14
CUST001760,38.0,Male,Pune,Maharashtra,Self-Employed,Savings,126139,49307.0,501.0,2,3,None,0,0,0,41534,9,13803,1533,1,1,6,7,1,1,2,2,0,0.0,4.6,0,3,2024-12-02,0,0,Medium,29
CUST001761,23.0,Male,Hisar,Haryana,Salaried,Current,167059,74046.0,553.0,1,4,Active,1006217,240,4192,61804,17,43250,2544,1,1,17,7,0,1,0,0,1,0.057,3.5,0,1,2024-11-21,0,0,Medium,40
CUST001762,28.0,Female,Rohini,Delhi,Self-Employed,Salary,76971,42845.0,574.0,2,1,None,0,0,0,29062,24,21823,909,1,1,16,3,1,1,8,6,0,0.0,2.6,3,5,2024-12-21,1,0,High,10
CUST001763,30.0,Male,Coimbatore,Tamil Nadu,Homemaker,Current,207850,48632.0,515.0,5,2,None,0,0,0,32827,17,28876,1698,0,0,19,9,1,1,5,5,0,0.0,2.7,5,6,2024-12-21,0,0,High,10
CUST001764,25.0,Male,Varanasi,Uttar Pradesh,Homemaker,Current,10906,12245.0,505.0,1,2,None,0,0,0,5755,23,7086,308,0,0,13,5,0,1,4,4,0,0.0,3.3,1,3,2024-10-29,0,0,High,63
CUST001765,25.0,Female,Agra,Uttar Pradesh,Salaried,Current,375765,65545.0,547.0,5,2,None,0,0,0,44034,16,35272,2204,1,1,13,2,0,1,4,4,0,0.0,3.4,0,2,2024-12-04,0,1,High,27
CUST001766,36.0,Female,Noida,Delhi,Self-Employed,Savings,463922,65048.0,574.0,2,2,Active,1001546,36,27820,28332,17,56075,3298,0,1,1,8,1,1,7,6,4,0.428,3.1,0,1,2024-12-31,0,0,High,0
CUST001767,23.0,Male,Agra,Uttar Pradesh,Salaried,Savings,91796,46612.0,531.0,6,1,Active,437344,12,36445,29382,21,22135,1054,1,1,5,5,0,1,1,1,1,0.782,4.2,0,2,2024-11-30,0,0,Medium,31
CUST001768,48.0,Male,Madurai,Tamil Nadu,Self-Employed,Savings,226298,53717.0,562.0,1,2,Active,259668,120,2163,31552,15,43379,2891,1,1,9,7,1,1,5,5,1,0.04,4.8,0,3,2024-12-07,0,0,High,24
CUST001769,26.0,Male,Madurai,Tamil Nadu,Salaried,Savings,673435,94826.0,588.0,6,2,None,0,0,0,74084,22,94053,4275,1,0,5,8,1,1,10,7,0,0.0,2.1,7,9,2024-12-04,0,0,High,27
CUST001770,71.0,Other,Mumbai,Maharashtra,Freelancer,Current,389100,56443.0,617.0,30,3,Active,336487,120,2804,34188,21,23170,1103,0,1,12,6,1,0,5,6,3,0.05,3.2,2,3,2024-12-26,0,0,Medium,5
CUST001771,32.0,Male,Kota,Rajasthan,Business Owner,Current,718601,112905.0,535.0,2,2,None,0,0,0,55903,14,128193,9156,1,1,14,3,0,1,1,1,0,0.0,3.8,0,3,2024-12-08,0,0,Medium,23
CUST001772,38.0,Male,Rajkot,Gujarat,Salaried,Savings,208881,109970.0,458.0,2,1,None,0,0,0,46342,16,108895,6805,1,0,17,8,1,1,6,5,0,0.0,3.9,0,1,2024-12-28,0,0,High,3
CUST001773,22.0,Male,Udaipur,Rajasthan,Student,Nri,43227,11443.0,442.0,8,2,Active,48254,48,1005,5187,18,10021,556,0,1,17,0,1,1,0,0,3,0.088,2.6,1,2,2024-12-17,0,0,Medium,14
CUST001774,58.0,Female,Faridabad,Haryana,Business Owner,Salary,1267840,161006.0,639.0,1,3,None,0,0,0,115919,24,44079,1836,1,1,17,4,1,1,2,2,0,0.0,2.9,0,1,2024-11-24,0,0,Low,37
CUST001775,51.0,Female,Agra,Uttar Pradesh,Salaried,Savings,74495,32174.0,497.0,0,4,None,0,0,0,24969,14,32425,2316,1,1,13,3,0,1,7,6,0,0.0,3.2,1,1,2024-12-26,0,0,High,5
CUST001776,41.0,Male,Thiruvananthapuram,Kerala,Professional,Savings,80683,53786.0,559.0,2,2,None,0,0,0,40682,20,41243,2062,0,1,0,8,1,1,3,3,0,0.0,2.1,7,7,2024-12-08,1,0,High,23
